country_id,year,total_floorspace_m2,res_share,nres_share,residential_floorspace_m2,non_residential_floorspace_m2,v6_estimate_status,composition_status,interpolation_from,composition_source,method_id,qa_flags,period_end,nowcast_horizon_years,nowcast_method
CHN,2026,105509269082.2,0.8983548671400545,0.10164513285994546,94784765408.38405,10724503673.815954,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CIV,2020,602828854.82,0.9793430479096469,0.02065695209035312,590376248.0473008,12452606.772699177,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CIV,2023,672252471.54,0.9796741434334344,0.020325856566565614,658588364.2269588,13664107.313041272,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CIV,2024,688734830.59,0.9797845086080302,0.020215491391969778,674811717.5508581,13923113.039141908,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CIV,2025,714219174.06,0.9798948737826261,0.020105126217373943,699859707.418655,14359466.641344868,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CIV,2026,740646480.96,0.979967950952216,0.020032049047783978,725809814.3263407,14836666.633659324,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CMR,2020,577057207.81,0.978749850681842,0.021250149318158044,564794655.9789181,12262551.831081856,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CMR,2023,620718462.75,0.9791332991716979,0.020866700828302158,607766116.2891922,12952346.460807867,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CMR,2024,630861070.37,0.9792611153349832,0.020738884665016864,617777715.3919475,13083354.978052517,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CMR,2025,646386572.59,0.9793889314982684,0.02061106850173157,633063854.663748,13322717.926251976,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CMR,2026,662294157.68,0.9794336774795921,0.020566322520407913,648673202.4297712,13620955.250228772,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
COD,2020,941825698.84,0.9926264851005903,0.0073735148994097735,934881133.0169563,6944565.823043763,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
COD,2023,968518804.86,0.9925982116803275,0.007401788319672573,961350033.6828041,7168771.177195989,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
COD,2024,974552599.65,0.9925887872069065,0.007411212793093506,967329982.9559313,7222616.694068613,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
COD,2025,983673846.32,0.9925793627334856,0.00742063726651444,976374359.5179023,7299486.80209779,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
COD,2026,992880462.56,0.9925719877620227,0.007428012237977289,985505334.3332558,7375128.226744232,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
COG,2020,110620071.65,0.9861082016603867,0.013891798339613244,109083359.92232463,1536711.727675368,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
COG,2023,115333636.53,0.9858641633549174,0.01413583664508257,113703299.08432859,1630337.4456714077,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
COG,2024,116408075.15,0.9857828172530944,0.014217182746905678,114753080.27237692,1654994.8776230796,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
COG,2025,118038529.78,0.9857014711512713,0.014298528848728786,116350752.45667915,1687777.323320862,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
COG,2026,119691821.15,0.9856700170118423,0.014329982988157715,117976639.3890989,1715181.7609011158,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
COL,2020,1505534156.31,0.9340659500647867,0.06593404993521337,1406268192.0686872,99265964.24131288,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
COL,2023,1635486731.72,0.9332622683299219,0.06673773167007814,1526338057.0684977,109148674.65150243,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
COL,2024,1665855545.87,0.9329943744183004,0.06700562558169973,1554233852.8902369,111621692.97976322,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
COL,2025,1712469360.19,0.9327264805066787,0.06727351949332132,1597265519.3055427,115203840.88445745,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
COL,2026,1760387517.9,0.9325951819078225,0.06740481809217755,1641728917.4842107,118658600.41578946,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
COM,2020,18035090.41,0.9887197568975551,0.011280243102444949,17831650.205800626,203440.20419937355,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
COM,2023,19443892.35,0.9887214124569885,0.011278587543011464,19224592.707953636,219299.64204636592,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
COM,2024,19771611.63,0.988721964310133,0.01127803568986697,19548626.68839067,222984.94160932885,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
COM,2025,20273576.3,0.9887225161632776,0.011277483836722474,20044941.37096419,228634.92903580982,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
COM,2026,20788284.92,0.9887311598910521,0.011268840108947943,20554025.061097268,234259.85890273371,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CPV,2020,21833832.64,0.9692124779508574,0.030787522049142556,21161623.03617871,672209.6038212884,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CPV,2023,22570911.01,0.9694679117054049,0.030532088294595014,21881773.962153234,689137.0478467668,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CPV,2024,22814851.29,0.9695530562902541,0.030446943709745832,22120208.797027145,694642.4929728521,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CPV,2025,23185713.93,0.9696382008751033,0.03036179912489665,22481753.94109002,703959.9889099781,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CPV,2026,23562605.06,0.9697049857059231,0.03029501429407684,22848775.60290161,713829.4570983873,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CRI,2020,284786315.39,0.9382244339287955,0.06177556607120448,267193479.54745016,17592835.84254982,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CRI,2023,300356181.17,0.939208686238503,0.06079131376149702,282097134.3202895,18259046.849710513,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CRI,2024,303930151.56,0.9395367703417388,0.060463229658261196,285553553.0061576,18376598.553842414,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CRI,2025,309371003.29,0.9398648544449746,0.060135145555025374,290766932.9766516,18604070.313348386,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CRI,2026,314909255.25,0.9398592799642722,0.06014072003572774,295970385.8933502,18938869.356649775,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CUB,2020,360088927.42,0.8667924486549491,0.1332075513450509,312122363.13191605,47966564.28808396,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CUB,2023,368259242.91,0.867092377609072,0.13290762239092802,319314782.5113487,48944460.39865132,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CUB,2024,370099897.31,0.8671923539271129,0.13280764607288706,320947801.13644165,49152096.173558325,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CUB,2025,372878143.38,0.8672923302451538,0.1327076697548461,323394353.8695268,49483789.51047319,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CUB,2026,375677245.05,0.8673302746583986,0.13266972534160137,325836248.13212705,49840996.91787297,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CYP,2020,124124771.75,0.8848658453032551,0.11513415469674489,109833771.07763734,14291000.67236265,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CYP,2023,131183683.78,0.8836418876096533,0.1163581123903467,115919397.95894706,15264285.82105294,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CYP,2024,132806062.91,0.8832339017117861,0.11676609828821398,117298817.1149802,15507245.795019789,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CYP,2025,135277329.66,0.8828259158139188,0.11717408418608125,119426332.4459509,15850997.214049105,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CYP,2026,137794581.96,0.8825368297371657,0.1174631702628343,121608793.51793645,16185788.442063557,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
CZE,2020,853858176.05,0.7194524847014654,0.2805475152985346,614310386.3418337,239547789.7081662,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
CZE,2023,914447201.07,0.7202764697243431,0.27972353027565694,658654801.7360061,255792399.3339939,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
CZE,2024,927635762.33,0.7205511313986357,0.27944886860136436,668408998.0727174,259226764.25728264,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
CZE,2025,947776106.08,0.7208257930729283,0.2791742069270718,683181463.3206878,264594642.75931227,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
CZE,2026,968353726.46,0.7210494508430433,0.2789505491569568,698230922.6857976,270122803.7742025,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DEU,2020,6611215465.22,0.7546996786247719,0.24530032137522806,4989482186.920656,1621733278.299344,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DEU,2023,6915458352.86,0.7546517817046584,0.24534821829534156,5218762967.290161,1696695385.5698383,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DEU,2024,6984098550.46,0.7546358160646206,0.2453641839353794,5270450909.102116,1713647641.3578842,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DEU,2025,7088338388.18,0.7546198504245828,0.24538014957541723,5349000854.24722,1739337533.9327803,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DEU,2026,7194134037.81,0.7546830869601001,0.2453169130398999,5429291283.659181,1764842754.1508198,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DJI,2020,12588327.63,0.9286180993518962,0.07138190064810383,11689748.87778956,898578.7522104405,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DJI,2023,13545048.59,0.9275463697868889,0.0724536302131112,12563660.648241518,981387.9417584833,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DJI,2024,13779447.64,0.927189126598553,0.07281087340144698,12776154.022342093,1003293.6176579074,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DJI,2025,14138673.68,0.9268318834102173,0.07316811658978277,13104173.555756867,1034500.124243133,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DJI,2026,14507264.64,0.9266631972602455,0.07333680273975454,13443348.234802905,1063916.4051970963,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DMA,2020,3947192.69,0.9605820902355723,0.0394179097644277,3791602.6047227713,155590.08527722865,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DMA,2023,4055064.14,0.9606549253767427,0.03934507462325735,3895517.338809605,159546.80119039488,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DMA,2024,4079433.11,0.9606792037571328,0.03932079624286723,3919026.5518952836,160406.55810471618,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DMA,2025,4116261.44,0.9607034821375229,0.039296517862477114,3954506.6987964143,161754.74120358576,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DMA,2026,4153422.24,0.9609492596809633,0.03905074031903665,3991228.0266704485,162194.21332955154,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DNK,2020,665059716.89,0.7553720809648432,0.24462791903515677,502367542.3130888,162692174.5769112,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DNK,2023,701820477.16,0.7553601306170649,0.2446398693829351,530127207.2973084,171693269.86269158,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DNK,2024,709037259.0,0.7553561471678054,0.24464385283219456,535575652.1566614,173461606.8433386,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DNK,2025,720001813.25,0.755352163718546,0.244647836281454,543854927.5196639,176146885.730336,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DNK,2026,731135923.4,0.755456318807261,0.24454368119273892,552341253.2395116,178794670.16048837,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DOM,2020,336248050.89,0.9696078743074067,0.03039212569259327,326028757.8634616,10219293.026538378,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DOM,2023,367109326.4,0.9696783691990191,0.03032163080098093,355977972.94130236,11131353.4586976,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DOM,2024,374343248.74,0.9697018674962231,0.030298132503776814,363001347.3877812,11341901.352218803,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DOM,2025,385462279.93,0.9697253657934273,0.0302746342065727,373792550.4046877,11669729.52531228,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DOM,2026,396911577.13,0.96971005408567,0.030289945914329985,384889146.9259609,12022430.204039114,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
DZA,2020,1607752786.88,0.9483510093781742,0.05164899062182579,1524713978.2682207,83038808.6117794,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
DZA,2023,1686067766.67,0.9478814371569769,0.05211856284302302,1598192337.8152142,87875428.85478587,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
DZA,2024,1703549116.27,0.9477249130832446,0.05227508691675543,1614495938.150024,89053178.11997615,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
DZA,2025,1730111568.46,0.9475683890095121,0.052431610990487834,1639399031.7323625,90712536.72763748,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
DZA,2026,1757088193.54,0.94745647230039,0.052543527699609925,1664764581.3720732,92323612.16792655,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
ECU,2020,734538215.05,0.9417310153107328,0.058268984689267216,691737419.0435698,42800796.00643012,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
ECU,2023,806345279.37,0.9412795569132093,0.058720443086790676,758996327.2844516,47348952.085548416,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
ECU,2024,823232535.47,0.9411290707807015,0.05887092921929849,774768071.143322,48464464.32667801,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
ECU,2025,849228857.84,0.9409785846481937,0.059021415351806314,799106168.6926854,50122689.14731472,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
ECU,2026,876046101.08,0.9408935519640266,0.05910644803597351,824266127.7293979,51779973.35060222,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
EGY,2020,2954306535.6,0.9629116804297739,0.03708831957022604,2844736270.6992598,109570264.90074018,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
EGY,2023,3102447182.97,0.9625049863877877,0.03749501361221231,2986120883.61337,116326299.35662988,observed_2.5d,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2023-12-31,0.0,observed_input_imputation
EGY,2024,3136154007.84,0.9623694217071256,0.037630578292874396,3018138718.9094653,118015288.93053494,footprint_trend_nowcast,interpolated,2020-2025,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2024-08-31,0.6666666666666666,full_footprint_fixed_height
EGY,2025,3187402132.3,0.9622338570264635,0.03776614297353648,3067026247.657403,120375884.64259686,footprint_trend_nowcast,projected,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2025-08-31,1.6666666666666663,full_footprint_fixed_height
EGY,2026,3239487706.14,0.9621731897969976,0.037826810203002326,3116948219.5248823,122539486.61511715,footprint_trend_nowcast,interpolated,2025-2030,GHS-BUILT-V R2023A,ghs_built_v_volume_share,modeled_trend_not_observed;no_dynamic_world_input;forecast_accuracy_unvalidated,2026-08-31,2.6666666666666665,full_footprint_fixed_height
ERI,2020,45298098.33,0.9880576037451733,0.01194239625482672,44757130.49015303,540967.8398469645,observed_2.5d,historical_estimated,,GHS-BUILT-V R2023A,ghs_built_v_volume_share,none,2020-12-31,0.0,observed_input_imputation
